geoid20,pop,intpt_lat,intpt_lon,tract_geoid,dist_supply_m,dist_247_m,dist_otp_m,dist_dart_m,dart_within_805m,within_1mi_supply,within_2mi_supply,stranded
481130078153006,22,32.880182,-96.759859,48113007815,5004.6,11421.2,8117.6,118.5,True,False,False,False
481130006091019,38,32.828049,-96.82243,48113000609,2037.5,7740.8,3710.9,118.9,True,False,True,False
481130171011039,25,32.699429,-96.598418,48113017101,5950.2,17895.7,7878.2,4471.1,False,False,False,True
481130065012006,55,32.733351,-96.886689,48113006501,2803.4,12342.4,2803.4,187.5,True,False,True,False
481130199001016,33,32.736713,-96.885634,48113019900,2428.2,12108.0,2428.2,199.7,True,False,True,False
481130042011014,28,32.762809,-96.83036,48113004201,3593.0,6269.9,3593.0,515.5,True,False,False,False
481130031031012,5,32.782318,-96.789453,48113003103,207.3,2296.2,2456.7,164.6,True,True,True,False
481130192152017,67,32.959514,-96.764825,48113019215,6292.7,20205.4,6292.7,318.9,True,False,False,False
481130192152025,72,32.957682,-96.763538,48113019215,6393.4,20003.1,6393.4,495.5,True,False,False,False
481130065022032,9,32.7185,-96.884427,48113006502,4274.9,12897.9,4274.9,242.0,True,False,False,False
481130144062003,1063,32.827844,-96.982646,48113014406,2272.7,21078.5,2272.7,278.2,True,False,True,False
