name,address,zip,category,geoid,tier,reach_raw,need_composite,need_grounded,rank_score_composite,rank_score_grounded,rank_composite,rank_grounded,in_top50_both,greedy_pick_order,data_completeness
SUPER FUELS LOMBARDY LLC,3400 LOMBARDY LN STE 108,75220,liquor_store,48113007205,1.0,14289,0.566645,0.8395773308974355,0.6813553305636969,0.6840136739761883,1,5,True,3,complete
LA MICHOACANA MEAT MARKET DALLAS #30,3380 LOMBARDY LANE,75220,liquor_store,48113007205,1.0,14231,0.566645,0.8395773308974355,0.6785896640249122,0.6812372170449392,2,6,True,,complete
LIRAS BARBER SHOP,3400 LOMBARDY LN,75220,barbershop_beauty,48113007205,1.0,14066,0.566645,0.8395773308974355,0.6707218195611282,0.6733386757750064,3,7,True,,complete
FIESTA MART #77,3460 WEBB CHAPEL EXTENSION,75220,liquor_store,48113007206,1.0,12256,0.605465,0.9047413796838146,0.6376020288615091,0.6338862949379959,4,12,True,,complete
Fiesta Mart Fuel Station #177,3434 Webb Chapel Ext,75220,liquor_store,48113007206,1.0,12256,0.605465,0.9047413796838146,0.6376020288615091,0.6338862949379959,5,13,True,,complete
7-ELEVEN CONVENIENCE STORE # 38111A,9707 WEBB CHAPEL ROAD,75220,convenience_corner_store,48113007206,1.0,11959,0.605465,0.9047413796838146,0.6221510005837784,0.6185253101471518,6,22,True,,complete
BURMESE ASIAN GROCERY STORE,8361 PARK LN Ste:100,75231,convenience_corner_store,48113007815,1.0,17437,0.453707,0.7296254228449779,0.6113126485133556,0.7214191575646156,7,3,True,1,complete
MARU GROCERY LLC,8353 PARK LN,75231,convenience_corner_store,48113007815,1.0,17437,0.453707,0.7296254228449779,0.6113126485133556,0.7214191575646156,8,4,True,,complete
1 ABC BEER WINE,9625 WEBB CHAPEL ROAD SUITE 100A,75220,convenience_corner_store,48113007206,1.0,11694,0.605465,0.9047413796838146,0.6083647295615607,0.6048193809566681,9,24,True,,complete
FIESTA MART #32,9727 WEBB CHAPEL RD,75220,liquor_store,48113009804,1.0,14156,0.52374,0.7785353929935459,0.6071151367125339,0.6265867731633231,10,14,True,,complete
EL PARAISO RESTAURANTE,3373 LOMBARDY LANE,75220,liquor_store,48113009804,1.0,14118,0.52374,0.7785353929935459,0.6054854125535146,0.6249047798474,11,15,True,,complete
Coin Laundry,,,laundromat,48113009804,1.0,13940,0.52374,0.7785353929935459,0.5978514414928456,0.6170259690517607,12,23,True,,complete
SHOE PALACE,9683 WEBB CHAPEL RD,75220,grocery_food_mart,48113007206,1.0,11446,0.605465,0.9047413796838146,0.5954628608313344,0.5919927000538757,13,27,True,,complete
PERFURMS AGUIRRE,3460 WEBB CHAPEL EXT Ste:5,75220,convenience_corner_store,48113007205,1.0,12256,0.566645,0.8395773308974355,0.5844139499887094,0.586694071541197,14,29,True,,complete
METRO BY T-MOBILE - KJ MOBILE,3440 WEBB CHAPEL EXT,75220,convenience_corner_store,48113007205,1.0,12256,0.566645,0.8395773308974355,0.5844139499887094,0.586694071541197,15,30,True,,complete
ICE HOUSE BEVERAGE #2,9430 LARGA DRIVE SUITE 101,75220,liquor_store,48113007206,1.0,11143,0.605465,0.9047413796838146,0.5796996905681949,0.5763213923379641,16,33,True,,complete
CHILLY MART #11,9763 WEBB CHAPEL ROAD,75220,liquor_store,48113009804,1.0,13481,0.52374,0.7785353929935459,0.578166089151008,0.5967092603146904,17,26,True,,complete
Royal Chopstix,9625 Webb Chapel Rd Suite 400,75220,liquor_store,48113007206,1.0,11062,0.605465,0.9047413796838146,0.5754857737651774,0.572132032849552,18,34,True,,complete
VICKERY MEADOW BRANCH LIBRARY,8333 PARK LN,75231,library,48113007815,1.0,16110,0.453707,0.7296254228449779,0.5647902028760773,0.6665173268547318,19,8,True,,complete
BONITO FOOD STORE,7020 FAIR OAKS AVE Ste:100 A,75231,convenience_corner_store,48113007815,1.0,16047,0.453707,0.7296254228449779,0.5625815261050535,0.6639108345150764,20,9,True,,complete
NEW ELEGANT SALON SPA,9730 WEBB CHAPEL RD Ste:B,75220,barbershop_beauty,48113009804,1.0,13099,0.52374,0.7785353929935459,0.5617830726050778,0.5798008011914643,21,32,True,,complete
SISTER'S FOOD TO GO,8336 PARK LN Ste:B,75231,convenience_corner_store,48113007815,1.0,15836,0.453707,0.7296254228449779,0.5551842118401962,0.6551811538219449,22,11,True,,complete
NEVERIA TROPICANA,9430 LARGA DR Ste:201,75220,convenience_corner_store,48113007206,1.0,10671,0.605465,0.9047413796838146,0.555144521049377,0.5519093222326495,23,40,True,,complete
CONOCO,9763 WEBB CHAPEL RD,75220,grocery_food_mart,48113009804,1.0,12838,0.52374,0.7785353929935459,0.5505894408812878,0.568248162889993,24,35,True,,complete
JP Discount Beer & Wine Beverages,9757 Webb Chapel Rd,75220,liquor_store,48113009804,1.0,12800,0.52374,0.7785353929935459,0.5489597167222685,0.56656616957407,25,37,True,,complete
JP DISCOUNT BEER & WINE,9757 WEBB CHAPEL RD,75220,convenience_corner_store,48113009804,1.0,12514,0.52374,0.7785353929935459,0.5366938980517554,0.5539069567226494,26,38,True,,complete
TAQUERIA TAXCO,3025 WEBB CHAPEL EXT Ste:103,75220,convenience_corner_store,48113007204,1.0,12363,0.510326,0.7699757296925895,0.5116786375658129,0.5409701636668102,27,42,True,,complete
ALL-N-GO,3025 WEBB CHAPEL EXT,75220,liquor_store,48113007204,1.0,12363,0.510326,0.7699757296925895,0.5116786375658129,0.5409701636668102,28,43,True,,complete
Vickery Park,8333 Park Lane,75231,library,48113007815,1.0,14308,0.453707,0.7296254228449779,0.5016150355525086,0.5919633713617319,29,28,True,,complete
LAVANDERIA,8202 SPRING VALLEY RD Ste:400,75240,laundromat,48113019208,1.0,12753,0.490048,0.7468611555818807,0.49890995894963386,0.5406169232205948,30,44,True,5,complete
CROWN SPIRITS & BEVERAGES,8451 PARK LANE,75231,liquor_store,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,31,16,True,,complete
7-ELEVEN CONVENIENCE STORE #17433C,8440 PARK LN,75231,convenience_corner_store,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,32,17,True,,complete
DOMINO'S PIZZA,8446 PARK LN,75231,convenience_corner_store,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,33,18,True,,complete
Crowne Spirits & Beverages,8451 Park Lane,,liquor_store,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,34,19,True,,complete
24 Hour Store,8455 Park Lane,,convenience_corner_store,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,35,20,True,,complete
Hair Pro Salon,8451 Park Lane,,barbershop_beauty,48113007821,2.0,16489,0.408663,0.6652298664803632,0.49504612683417876,0.6194548612339758,36,21,True,,complete
7-Eleven,8440 Park Lane,,convenience_corner_store,48113007832,2.0,16828,0.403051,0.7586965005321819,0.4946663816531272,0.7251303471115748,37,1,True,,complete
Express Hair Salon,,,barbershop_beauty,48113007832,2.0,16828,0.403051,0.7586965005321819,0.4946663816531272,0.7251303471115748,38,2,True,,complete
DBA 3 ESTRELLAS SALON BARBER,8282 SPRING VALLEY RD Ste:260,75240,barbershop_beauty,48113019208,1.0,12540,0.490048,0.7468611555818807,0.49057718852257576,0.5315875650581243,39,46,True,,complete
FRUTTI,2915 COMMUNITY DR Ste:103,75220,convenience_corner_store,48113007204,1.0,11731,0.510326,0.7699757296925895,0.4855214832390642,0.5133156183754226,40,50,True,33,complete
TODAY'S DISCOUNT FOOD MART,8405 PARK LANE,75231,liquor_store,48113007821,2.0,16072,0.408663,0.6652298664803632,0.48252661474188374,0.6037891036298416,41,25,True,,complete
MERCADO DURANGO,3064 WEBB CHAPEL EXT,75220,liquor_store,48113007204,1.0,11584,0.510326,0.7699757296925895,0.47943746158395023,0.50688331116366,42,53,False,,complete
SHOP N GO #3,8220 SPRING VALLEY ROAD SUITE 103,75240,liquor_store,48113019208,1.0,12095,0.490048,0.7468611555818807,0.4731683488979708,0.5127234130285497,43,51,False,,complete
SAM'S CLUB #8248,9461 WEBB CHAPEL RD,75220,grocery_food_mart,48113007206,1.0,9058,0.605465,0.9047413796838146,0.4712303506386708,0.4684841758769881,44,63,False,,complete
KWICK SAVE MART,7015 HOLLY HILL DR,75231,liquor_store,48113007815,1.0,13360,0.453707,0.7296254228449779,0.46837970890281766,0.5527418675840606,45,39,True,,complete
PARK LANE PHARMACY,8405 PARK LN Ste:100,75231,convenience_corner_store,48113007830,2.0,16072,0.400152,0.7253375870149694,0.467234746935553,0.660873026260628,46,10,True,,complete
KWICK SAVEMART,7015 HOLLY HILL DR,75231,convenience_corner_store,48113007815,1.0,13284,0.453707,0.7296254228449779,0.4657152734330112,0.549597527618762,47,41,True,,complete
CERVECERIA EL RANCHO,1264 W SPRING VALLEY ROAD,75080,liquor_store,48113019214,1.0,12617,0.463703,0.715862797588128,0.45643047817833443,0.5117412483166699,48,52,False,,complete
Aqua Wash,,,laundromat,48113019208,1.0,11662,0.490048,0.7468611555818807,0.4562289611284114,0.49436795723348054,49,56,False,,complete
GOODY GOODY LIQUOR STORE #3,7124 GREENVILLE AVENUE,75231,liquor_store,48113007815,1.0,13001,0.453707,0.7296254228449779,0.4557937571441267,0.537888998537453,50,45,True,,complete
QUALITY LICENSING CORP. (STORE #8248),9461 WEBB CHAPEL RD,75220,liquor_store,48113007206,1.0,8752,0.605465,0.9047413796838146,0.455311109382827,0.4526577066985427,51,70,False,,complete
TODOS AMIGOS,2915 COMMUNITY DR STE 101,75220,liquor_store,48113007204,1.0,10926,0.510326,0.7699757296925895,0.4522042217943923,0.47809107888243696,52,59,False,,complete
COSTCO BUSINESS CENTER,8282 PARK LN,75231,grocery_food_mart,48113007815,1.0,12767,0.453707,0.7296254228449779,0.44759010056603843,0.5282077412758759,53,47,False,,complete
El Encanto,3054 Webb Chapel Ext,75220,liquor_store,48113007204,1.0,10482,0.510326,0.7699757296925895,0.433827993121803,0.45866288567139885,54,67,False,,complete
Shamrock,,,gas_station,48113019208,1.0,10912,0.490048,0.7468611555818807,0.42688822018806594,0.4625744425768941,55,65,False,,complete
Shop-n-Go,,,convenience_corner_store,48113019208,1.0,10771,0.490048,0.7468611555818807,0.42137216089128093,0.4565972618214559,56,68,False,,complete
LINDAS LIQUOR BEER WINE,9740 WEBB CHAPEL RD,75220,convenience_corner_store,48113009802,2.0,12838,0.433507,0.6748328747577819,0.42108854024073117,0.4895797659364667,57,57,False,,complete
BIRRIERIA AGUINAGA,2829 W NORTHWEST HWY STE 520,75220,liquor_store,48113007204,1.0,10158,0.510326,0.7699757296925895,0.42041831273910274,0.4444855554903711,58,73,False,,complete
CORNER FOOD #9,4002 N BELT LINE ROAD SUITE 101,75038,liquor_store,48113014309,2.0,13247,0.423771,0.6856934486443875,0.42008570547265095,0.5136783374162087,59,49,False,4,complete
SUPER MERCADO 5 ESTRELLAS,9648 OVERLAKE DRIVE,75220,convenience_corner_store,48113007204,1.0,10096,0.510326,0.7699757296925895,0.4178522627893268,0.4417726095915325,60,75,False,,complete
BARBY'S SALON,9656 OVERLAKE DR,75220,barbershop_beauty,48113007204,1.0,10096,0.510326,0.7699757296925895,0.4178522627893268,0.4417726095915325,61,76,False,,complete
#1 CHAMPION BILLARD & GAMES,9530 OVERLAKE DR Ste:D,75220,other_storefront,48113007204,1.0,10074,0.510326,0.7699757296925895,0.4169417289361805,0.4408099513693639,62,78,False,,complete
Choe Convenience,6866 Shady Brook Ln,75231,liquor_store,48113007830,2.0,14262,0.400152,0.7253375870149694,0.41461560233915234,0.5864466837063885,63,31,False,,complete
The Liquor Outpost,4070 N Belt Line Rd STE 114,75038,liquor_store,48113014309,2.0,13015,0.423771,0.6856934486443875,0.41272857678920155,0.5046820836017178,64,54,False,,complete
A1 FOOD STORE,2938 STOREY LN,75220,convenience_corner_store,48113007204,1.0,9971,0.510326,0.7699757296925895,0.4126787749873591,0.43630296060193846,65,83,False,,complete
AFRICAN MARKET ON PARK LANE,8224 PARK LN Ste:100A,75231,convenience_corner_store,48113007815,1.0,11766,0.453707,0.7296254228449779,0.4124966807597719,0.4867934741013516,66,58,False,,complete
Sam Food and Beer,9530 Overlake Dr Ste A,75220,liquor_store,48113007204,1.0,9878,0.510326,0.7699757296925895,0.4088297000626951,0.4322335417536804,67,84,False,,complete
Step-n-Go,,,convenience_corner_store,48113019208,1.0,10448,0.490048,0.7468611555818807,0.4087360817929722,0.44290485484268605,68,74,False,,complete
STEP & GO,8188 SPRING VALLEY RD,75240,liquor_store,48113019208,1.0,10420,0.490048,0.7468611555818807,0.4076406941311993,0.44171789696217345,69,77,False,,complete
LAKESIDE LIQUOR,2806 W NORTHWEST HWY,75220,liquor_store,48113007203,1.0,9573,0.520906,0.7693571973736062,0.4075289267951206,0.41853771421946656,70,90,False,,complete
JOY DONUTS #1,8188 SPRING VALLEY RD Ste:110,75240,convenience_corner_store,48113019208,1.0,10391,0.490048,0.7468611555818807,0.40650618548150597,0.4404885477287855,71,79,False,,complete
RACETRAC #2337,2807 W NORTHWEST HWY,75220,liquor_store,48113007204,1.0,9744,0.510326,0.7699757296925895,0.40328372113898575,0.42637007803683563,72,85,False,,complete
BACK COUNTRY BAR-B-Q,6940 GREENVILLE AVE,75231,liquor_store,48113007815,1.0,11496,0.453707,0.7296254228449779,0.4030309231696701,0.4756227926456857,73,60,False,,complete
QUIKTRIP #933,7104 GREENVILLE AVENUE,75231,liquor_store,48113007815,1.0,11484,0.453707,0.7296254228449779,0.40261022283233217,0.47512631791432275,74,61,False,,complete
Suarez Hair Salon,6874 Shady Brook Lane,,barbershop_beauty,48113007830,2.0,13808,0.400152,0.7253375870149694,0.4014172091641436,0.5677784187784191,75,36,False,,complete
Hippo Beverage,1310 W Spring Valley Rd,75080,liquor_store,48113019214,1.0,11051,0.463703,0.715862797588128,0.399779124542187,0.44822481851054274,76,72,False,,complete
BUD QUICKWAY FOOD MART,9738 WEBB CHAPEL RD,75220,liquor_store,48113009802,2.0,11922,0.433507,0.6748328747577819,0.3910435875331046,0.4546479178606135,77,69,False,,complete
MI TIENDA SALVADORENA,9505 LARGA DR,75220,convenience_corner_store,48113009802,2.0,11840,0.433507,0.6748328747577819,0.3883539738627712,0.4515208310241288,78,71,False,,complete
DAWN WIRELESS,2750 W NORTHWEST HWY Ste:130,75220,convenience_corner_store,48113007203,1.0,9105,0.520906,0.7693571973736062,0.3876058579828239,0.3980764533550865,79,100,False,,complete
7-ELEVEN CONVENIENCE STORE #26721A,2750 W NORTHWEST HWY STE 100,75220,liquor_store,48113007203,1.0,9105,0.520906,0.7693571973736062,0.3876058579828239,0.3980764533550865,80,101,False,,complete
LA PRINCIPAL BARBER SHOP,3021 LOMBARDY LN Ste:103,75220,barbershop_beauty,48113007204,1.0,9318,0.510326,0.7699757296925895,0.3856524747098799,0.40772951428029913,81,92,False,,complete
TIENDA MI MEXICO,2739 W NW HWY,75220,liquor_store,48113007204,1.0,9276,0.510326,0.7699757296925895,0.3839141828084187,0.4058917122197955,82,94,False,,complete
NORTHWEST HWY QUICK STOP,2745 W NW HWY,75220,liquor_store,48113007204,1.0,9276,0.510326,0.7699757296925895,0.3839141828084187,0.4058917122197955,83,95,False,,complete
CASA HIMALAYA,3343 Country Club Dr W,75038,liquor_store,48113014309,2.0,12042,0.423771,0.6856934486443875,0.381873032784907,0.4669521053193919,84,64,False,,complete
METRO BY T-MOBILE,9671 WEBB CHAPEL RD,75220,convenience_corner_store,48113009802,2.0,11469,0.433507,0.6748328747577819,0.37618511201284827,0.43737266984930184,85,80,False,,complete
D CROWN NAIL BAR,9659 WEBB CHAPEL RD,75220,barbershop_beauty,48113009802,2.0,11469,0.433507,0.6748328747577819,0.37618511201284827,0.43737266984930184,86,81,False,,complete
LITTLE CAESARS PIZZA,9667 WEBB CHAPEL RD,75220,convenience_corner_store,48113009802,2.0,11469,0.433507,0.6748328747577819,0.37618511201284827,0.43737266984930184,87,82,False,,complete
TRAK 10,3420 W WALNUT ST,75042,liquor_store,48113019013,1.0,8511,0.533263,0.8680196140759859,0.3740760793141475,0.42172515827834356,88,86,False,10,complete
EL RANCHO #37,3460 W Walnut St STE 106,75042,liquor_store,48113019013,1.0,8475,0.533263,0.8680196140759859,0.37249380474531785,0.41994133667124445,89,87,False,,complete
ODAA  BEAUTY SUPPLY LLC,5555 PRESTON OAKS RD Ste:1B,75254,convenience_corner_store,48113013629,2.0,14423,0.368013,0.6411467265540008,0.3674760211470979,0.5213148998010212,90,48,False,2,complete
7-ELEVEN CONVENIENCE STORE #21261A,230 W PIONEER PKWY,75051,liquor_store,48113016203,1.0,7299,0.588974,0.7129243294719578,0.366264588994271,0.29477761471239994,91,162,False,22,complete
Family Dollar #25937,8152 Spring Valley Rd,75240,liquor_store,48113019208,1.0,9338,0.490048,0.7468611555818807,0.36531178520126095,0.39585045315093814,92,102,False,,complete
THE MODA,8096 SPRING VALLEY RD,75240,convenience_corner_store,48113019208,1.0,9292,0.490048,0.7468611555818807,0.3635122197569197,0.3939004509186675,93,103,False,,complete
Golden Dragon Chinese Restaurant,2828 Webb Chapel Ext,75220,liquor_store,48113007204,1.0,8782,0.510326,0.7699757296925895,0.3634685590150423,0.38427565941291975,94,106,False,,complete
DAILY MART,2963 BELLE STARR DRIVE,75227,liquor_store,48113012000,1.0,9113,0.494465,0.736557919249281,0.36100942072370923,0.38076424282192917,95,107,False,8,complete
Rapido Lavanderia,,,laundromat,48113014153,2.0,12117,0.406255,0.5418212416628312,0.36052456596832894,0.3668488938783234,96,118,False,,complete
WALNUT BEER AND WINE,3246 W WALNUT STREET,75042,liquor_store,48113019013,1.0,8177,0.533263,0.8680196140759859,0.3593960874811167,0.40517525781247976,97,96,False,,complete
FOOD PLUS 3,9602 SCYENE RD,75227,convenience_corner_store,48113012000,1.0,9058,0.494465,0.736557919249281,0.3588306082426598,0.3784662033886793,98,109,False,,complete
FAMILY DOLLAR,9554 SCYENE RD,75227,grocery_food_mart,48113012000,1.0,9007,0.494465,0.736557919249281,0.3568102548511412,0.37633529409602945,99,110,False,,complete
QUIK TRIP - STORE #933,7104 GREENVILLE AVE,75231,grocery_food_mart,48113007815,1.0,10118,0.453707,0.7296254228449779,0.35472050109870573,0.41861094432750934,100,89,False,,complete
Family Dollar #25507,9554 Scyene Rd,75227,liquor_store,48113012000,1.0,8951,0.494465,0.736557919249281,0.35459182759770896,0.37399547212762957,101,113,False,,complete
VILLAGE LIQUOR,9508 WEBB CHAPEL RD # 100,75220,liquor_store,48113009802,2.0,10728,0.433507,0.6748328747577819,0.35188018847971364,0.4091144827049708,102,91,False,,complete
7-SEVEN BEVERAGE STORE,9500 WEBB CHAPEL RD,75220,liquor_store,48113009802,2.0,10664,0.433507,0.6748328747577819,0.34978097781018513,0.4066738295642998,103,93,False,,complete
LA MICHOACANA MEAT MARKET,202 W PIONEER PKWY,75051,liquor_store,48113016203,1.0,6970,0.588974,0.7129243294719578,0.3497553343321097,0.2814906116653552,104,179,False,,complete
PALELERIA Y NEVERIA LA MICHOACANA,8086 SPRING VALLEY RD,75240,convenience_corner_store,48113019208,1.0,8704,0.490048,0.7468611555818807,0.3405090788596889,0.3689743354279038,105,116,False,,complete
SHAQ SHELL STATION,14040 COIT RD,75240,convenience_corner_store,48113019208,1.0,8605,0.490048,0.7468611555818807,0.33663610105556335,0.3647775914932344,106,119,False,,complete
SUSHI TIA,14211 COIT RD,75254,convenience_corner_store,48113019214,1.0,9245,0.463703,0.715862797588128,0.3344455711150592,0.37497406996018173,107,111,False,,complete
EL CENTRO SUPERMARKET,8231 PARK LANE,75231,liquor_store,48113007815,1.0,9507,0.453707,0.7296254228449779,0.33329984225591974,0.3933321059222803,108,104,False,,complete
Food Mart,,,convenience_corner_store,48113019208,1.0,8478,0.490048,0.7468611555818807,0.33166773558966484,0.35939388967805247,109,121,False,,complete
ARCENIO'S BARBER ACADEMY,14215 COIT RD Ste:126,75254,barbershop_beauty,48113019214,1.0,9145,0.463703,0.715862797588128,0.33082798786881734,0.3709181038167509,110,115,False,,complete
FIESTA MART #58,8060 SPRING VALLEY RD,75240,liquor_store,48113019208,1.0,8362,0.490048,0.7468611555818807,0.3271297009908914,0.35447649274450044,111,123,False,,complete
FIESTAR LAUNDRY LLC DBA WONDER WASH,8028 SPRING VALLEY RD,75240,laundromat,48113019208,1.0,8309,0.490048,0.7468611555818807,0.325056288631107,0.3522297510421017,112,125,False,,complete
C STORE NO. 11,13207 ESPERANZA RD,75240,liquor_store,48113019208,1.0,8255,0.490048,0.7468611555818807,0.32294375528340213,0.34994061798682746,113,126,False,,complete
AMEX PHARMACY,7150 GREENVILLE AVE Ste:107,75231,convenience_corner_store,48113007815,1.0,9189,0.453707,0.7296254228449779,0.3221512833164664,0.38017552554116263,114,108,False,,complete
H & M FOOD MART,3635 N BELT LINE RD,75062,liquor_store,48113014153,2.0,10819,0.406255,0.5418212416628312,0.3219043723043122,0.3275512241371281,115,131,False,,complete
KROGER #402,3612 N BELT LINE ROAD,75062,liquor_store,48113014309,2.0,10104,0.423771,0.6856934486443875,0.3204156388688507,0.39180236440351573,116,105,False,,complete
TIGERMART #89,1436 W SPRING VALLEY ROAD,75080,liquor_store,48113019214,1.0,8547,0.463703,0.715862797588128,0.30919484005629105,0.3466634262790344,117,128,False,,complete
THE LOCAL SHOPPE #702,14040 MONTFORT DR,75240,convenience_corner_store,48113013615,3.0,14401,0.331391,0.6124634973078427,0.3079572250298643,0.49611159706562574,118,55,False,,complete
EL RANCHO #40,3535 N Belt Line Rd,75062,liquor_store,48113014153,2.0,10243,0.406255,0.5418212416628312,0.3047662894457038,0.3101125047450414,119,144,False,,complete
Family Dollar #26955,3620 N BELT LINE RD,75062,liquor_store,48113014309,2.0,9605,0.423771,0.6856934486443875,0.30459146984712104,0.372452663311141,120,114,False,,complete
ACADEMY SPORTS & OUTDOORS,6375 E NORTHWEST HWY,75231,grocery_food_mart,48113007819,3.0,13768,0.33729,0.6062874926460072,0.30350032311977426,0.4692803811617571,121,62,False,,complete
7-ABC BEER TO GO,3021 LOMBARDY LN STE 104,75220,liquor_store,48113009804,1.0,7027,0.52374,0.7785353929935459,0.30137030698495165,0.31103597449976483,122,143,False,,complete
TERRY'S DONUT,9496 WEBB CHAPEL RD,75220,convenience_corner_store,48113009802,2.0,9148,0.433507,0.6748328747577819,0.300055925075729,0.34886085829465624,123,127,False,,complete
LOW PRIZE FOOD MART,1472 W SPRING VALLEY RD,75080,liquor_store,48113019214,1.0,8236,0.463703,0.715862797588128,0.2979441561604789,0.3340493715729645,124,129,False,,complete
LA MICHOACANA MEAT MARKET #26,3500 N BELT LINE RD STE 110,75062,liquor_store,48113014309,2.0,9392,0.423771,0.6856934486443875,0.29783686463343684,0.36419317166249204,125,120,False,,complete
METRO BY T-MOBILE,6889 SHADY BROOK LN,75231,other_storefront,48113007819,3.0,13476,0.33729,0.6062874926460072,0.29706350627266687,0.45932760143345713,126,66,False,,complete
HANDY FOOD MART,2128 SW 3rd St,75051,liquor_store,48113016204,1.0,6491,0.547063,0.645670597987047,0.2953067367486953,0.2363503428279512,127,277,False,,complete
MEDELLIN NAIL SPA,2990 LOMBARDY LN Ste:206,75220,barbershop_beauty,48113007204,1.0,7027,0.510326,0.7699757296925895,0.2908327902754159,0.3074817875990193,128,149,False,,complete
7-ELEVEN CONVENIENCE STORE #21764A,2990 LOMBARDY LANE SUITE 101,75220,liquor_store,48113007204,1.0,7027,0.510326,0.7699757296925895,0.2908327902754159,0.3074817875990193,129,150,False,,complete
Family Dollar #25670,726 W PIONEER PKWY,75051,liquor_store,48113016203,1.0,5718,0.588974,0.7129243294719578,0.28692984242625585,0.23092730523708765,130,296,False,,complete
ORALE LIQUOR STORE,9702 BROCKBANK DR Ste:120,75220,liquor_store,48113009804,1.0,6681,0.52374,0.7785353929935459,0.2865312396423028,0.29572098272846575,131,159,False,,complete
STOP N BUY,9750 BROCKBANK DR # 4,75220,liquor_store,48113009804,1.0,6664,0.52374,0.7785353929935459,0.2858021525185311,0.2949685120345002,132,160,False,,complete
J. P BILLIARDS,9750 BROCKBANK DR STE 1,75220,liquor_store,48113009804,1.0,6664,0.52374,0.7785353929935459,0.2858021525185311,0.2949685120345002,133,161,False,,complete
CVS/PHARMACY #7421,810 W PIONEER PKWY,75051,liquor_store,48113016100,1.0,6185,0.552116,0.6889898339024092,0.284879136326308,0.24104020781078983,134,260,False,,complete
Fina Mart,1303 E Grauwyler Rd,75061,liquor_store,48113014701,1.0,8056,0.454854,0.6599934917041483,0.28346314213800594,0.3001532427236883,135,156,False,,complete
(unnamed gas_station),,,gas_station,48113014701,1.0,8056,0.454854,0.6599934917041483,0.28346314213800594,0.3001532427236883,136,157,False,,complete
EZ Food Mart,688 W Pioneer Pkwy ste 140,75051,liquor_store,48113016203,1.0,5632,0.588974,0.7129243294719578,0.28261435336563007,0.22745410687220666,137,311,False,,complete
EL RANCHO #14,14211 S Coit Rd,75254,liquor_store,48113013609,2.0,9231,0.412239,0.6214227847316898,0.28083082043314544,0.322893048224699,138,132,False,,complete
Chevron Food Mart 2,14225 S Coit Rd,75254,liquor_store,48113013609,2.0,9196,0.412239,0.6214227847316898,0.2797660301920925,0.32166877602365207,139,133,False,,complete
SOCIETY OF VENCENT DE PAUL,5750 PINELAND DR Ste:280,75231,convenience_corner_store,48113007815,1.0,7961,0.453707,0.7296254228449779,0.2790996154622254,0.3293696113650229,140,130,False,,complete
Bachman Lake,9480 Webb Chapel Rd.,75220,library,48113009802,2.0,8386,0.433507,0.6748328747577819,0.2750621980416553,0.31980183183854255,141,135,False,,complete
RED BIRD,3641 W NORTHWEST HWY Ste:140,75220,grocery_food_mart,48113007206,1.0,5260,0.605465,0.9047413796838146,0.2736444738749623,0.27204976430922473,142,197,False,,complete
Star Mart,1033 SW 3rd St,75051,liquor_store,48113016002,1.0,5439,0.588085,0.7705363615027627,0.27238904929393243,0.23817554842783908,143,270,False,,complete
LIQUOR DEPOT,3505 N BELT LINE ROAD,75240,liquor_store,48113014153,2.0,9143,0.406255,0.5418212416628312,0.27203731176433366,0.2768093947948759,144,189,False,,complete
Fox,,,gas_station,48113014161,2.0,8288,0.433616,0.5305385704606631,0.2719487735384265,0.24539824839428492,145,250,False,11,complete
ORALE LIQUOR STORE,9702 BROCKBANK DRIVE SUITE 120,75220,liquor_store,48113009804,1.0,6340,0.52374,0.7785353929935459,0.27190660968899866,0.28062730586715656,146,181,False,,complete
Orale Food Mart,9702 Brockbank Dr Ste 100,75220,liquor_store,48113009804,1.0,6340,0.52374,0.7785353929935459,0.27190660968899866,0.28062730586715656,147,182,False,,complete
GREATER THAN PERFORMANCE & REHAB,7035 GREENVILLE AVE Ste:101,75231,barbershop_beauty,48113007822,3.0,13001,0.326831,0.42987960707786643,0.2713914895345993,0.3076157359459336,148,148,False,,complete
VIVA FOOD MARKET,6760 SHADYBROOK LN,75231,liquor_store,48113007819,3.0,12304,0.33729,0.6062874926460072,0.2712280633109894,0.41938014307192467,149,88,False,,complete
PARK LANE MART,8209 PARK LN,75231,convenience_corner_store,48113007815,1.0,7734,0.453707,0.7296254228449779,0.2711413674142509,0.31997796436340753,150,134,False,,complete
Dollar General Store #31905,604 E PIONEER PKWY,75051,liquor_store,48113016204,1.0,5951,0.547063,0.645670597987047,0.27073954558488456,0.21668785859946657,151,346,False,,complete
4243 W PIONEER DRIVE,4243 W Pioneer Dr,75061,liquor_store,48113014407,1.0,8126,0.437827,0.7726399853089242,0.2704585304662481,0.3568502236489251,152,122,False,14,complete
